,Cells highlighted in red - the code does not seem to have run until the end or is just not processed,,save .ipynb
,,,
Strain,Link,Cluster,
WT,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/WT,0,
ΔabgR::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/abgR,0,
ΔaceF::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/aceF,0,
ΔagaR::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/agaR,0,
ΔagaV::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/agaV_new,0,
ΔalsB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/14.12.2018/alsB_repeat,1,
ΔappA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana%2023072018/appA,0,
ΔappB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana%2023072018/appB,0,
ΔappY::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/appY,0,
ΔaqpZ::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/aqpZ,0,
ΔarcA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana%2014082018/arcA,0,
ΔascB::Kan,in progress,,
ΔascF::Kan,in progress,,
ΔascG::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ascG,0,
ΔbarA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana11062018/barA,0,
ΔbipA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/bipA,0,
ΔbrnQ::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/brnQ_new,0,
ΔcaiT::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/caiT_new,0,
ΔcrcA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/crcA,0,
Δcrp k-,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/Missing%20microfluidics%201/crp%20k-,0,
ΔcynX::Kan,,,
ΔdnaT::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/dnaT_new,0,
ΔeptB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/eptB,0,
ΔfepG::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/fepG,0,
ΔfkpA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/fkpA,0,
ΔhchA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/hchA,0,
Δhns::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/hns,0,
ΔhptG::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana%2014082018/hptG,3,
ΔhyaA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/Missing%20microfluidics%202/hyaA,2,
ΔhyaB::Kan,in progress,,
ΔkdpF::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/kdpF_new,0,
ΔlipA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/Github%20analysis%20of%2017072018/30042018%20Alcohol%20at%20120h/lipA,1,
ΔlipB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/lipB,0,
Δlpd::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/lpd,0,
ΔmoaE::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/moaE,0,
ΔompL::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ompL_new,0,
ΔpfkA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/pfkA,0,
Δpgi::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/pgi,0,
Δpnp::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/pnp,0,
ΔprpB::Kan,in progress,,
ΔprpR::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana%2023072018/prpR,2,
ΔpspB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/pspB,0,
ΔptsH::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ptsH,0,
ΔpuuB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/puuB,1,
ΔrecF::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/recF,0,
ΔrpoS::Kan,in progress,,
ΔrsxC::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/rsxC,0,
ΔsspA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/sspA,0,
ΔthiQ::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/thiQ_new,1,
ΔtreC::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/treC,0,
ΔuxaB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/uxaB_new,1,
ΔwcaM::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/wcaM_new,1,
ΔyafX::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana11062018/yafX,1,
ΔyagR::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/Missing%20microfluidics%202/yagR,0,
ΔyagS::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yagS,0,
ΔyagT::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/Missing%20microfluidics%201/yagT,1,
ΔybiT::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/Missing%20microfluidics%202/ybiT,1,
ΔycaL::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ycaL,0,
ΔychF::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ychF,1,
ΔydcY::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ydcY,0,
ΔyecI::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yecI,0,
ΔyecP::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yecP,1,
ΔyehY::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yehY,1,
ΔyfiD::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yfiD_new,0,
ΔyggJ::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yggJ,0,
ΔyigL::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yigL,0,
ΔyihS::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yihS_new,0,
ΔyjeB::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yjeB,0,
ΔyjgH::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yjgH,0,
ΔyjhG::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/yjhG,1,
ΔykfF::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ykfF,0,
ΔytfH::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/Microfluidics%20Database/ytfH_new,0,
caiA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana%2023072018/caiA,2,
uxaA::Kan,https://github.com/CyberCRI/coliSurvivalAnalysis/tree/master/xsong/main/test%20dataset/ana%2023072018/uxaA,1,